统计时段,起始时间(s),结束时间(s),车辆ID,检测起始时间(s),检测结束时间(s),行程时间(s),行程距离(m),延误(s),期望速度(km/h)
2,301,600,300007,418.50,478.10,59.60,207.72,34.59,29.90
2,301,600,300008,432.10,479.40,47.30,207.72,24.81,33.25
2,301,600,300009,437.50,482.90,45.40,207.72,18.69,28.00
2,301,600,300010,441.80,483.60,41.80,207.72,19.97,34.25
2,301,600,300011,446.80,485.30,38.50,207.72,16.63,34.20
2,301,600,400002,357.10,387.50,30.40,209.93,0.17,25.00
2,301,600,400003,514.30,544.60,30.30,209.93,0.07,25.00
3,601,900,100205,636.10,662.40,26.30,208.81,0.11,28.70
3,601,900,100226,636.70,660.50,23.80,209.93,0.29,32.15
3,601,900,100235,633.40,655.40,22.00,209.93,0.09,34.50
3,601,900,100246,640.20,669.40,29.20,208.04,0.12,25.75
3,601,900,100254,642.60,671.50,28.90,207.72,3.38,29.30
3,601,900,100266,642.10,669.40,27.30,208.81,0.26,27.80
3,601,900,100277,792.00,819.70,27.70,208.81,0.11,27.25
3,601,900,100286,791.30,818.10,26.80,209.93,0.09,28.30
3,601,900,100297,791.90,819.20,27.30,207.72,0.11,27.50
3,601,900,100305,796.40,825.70,29.30,208.04,0.27,25.80
3,601,900,100324,649.90,674.10,24.20,208.81,0.34,31.50
3,601,900,100334,801.30,829.90,28.60,210.41,2.16,28.65
3,601,900,100336,793.80,820.10,26.30,210.66,4.32,34.50
3,601,900,100345,797.50,824.50,27.00,209.19,0.71,28.65
3,601,900,100363,798.80,829.40,30.60,209.31,0.88,25.35
3,601,900,300012,784.80,807.40,22.60,207.72,0.08,33.20
3,601,900,400004,804.20,835.10,30.90,208.08,0.94,25.00
4,901,1200,100355,943.40,965.40,22.00,209.93,0.13,34.55
4,901,1200,100364,950.70,975.70,25.00,208.08,0.24,30.25
4,901,1200,100366,943.60,965.90,22.30,208.81,0.16,33.95
4,901,1200,100371,944.00,966.80,22.80,207.72,0.17,33.05
4,901,1200,100388,950.70,973.80,23.10,209.93,0.94,34.10
4,901,1200,100406,948.50,970.40,21.90,209.93,0.31,35.00
4,901,1200,100407,960.90,986.90,26.00,208.08,1.44,30.50
4,901,1200,100412,948.20,970.70,22.50,208.81,0.33,33.90
4,901,1200,100414,952.70,977.30,24.60,209.23,0.53,31.30
4,901,1200,100424,1107.40,1133.10,25.70,210.55,4.01,34.95
4,901,1200,100443,1105.60,1129.00,23.40,208.04,0.18,32.25
4,901,1200,100445,959.30,983.80,24.50,209.93,0.35,31.30
4,901,1200,100453,1104.00,1131.00,27.00,210.25,0.16,28.20
4,901,1200,100462,1111.60,1138.80,27.20,209.93,1.41,29.30
4,901,1200,100466,1110.00,1135.40,25.40,209.93,2.25,32.65
4,901,1200,100471,1110.20,1140.60,30.40,208.81,0.81,25.40
4,901,1200,100482,1115.40,1143.70,28.30,209.23,1.82,28.45
4,901,1200,100483,1107.00,1130.50,23.50,209.23,1.05,33.55
4,901,1200,100492,1113.30,1141.00,27.70,208.04,1.38,28.45
4,901,1200,100497,1101.10,1127.40,26.30,208.81,0.11,28.70
4,901,1200,100517,1125.00,1149.30,24.30,208.40,0.67,31.75
4,901,1200,100521,1121.30,1152.00,30.70,209.19,0.64,25.05
4,901,1200,100522,1112.00,1136.30,24.30,208.45,1.90,33.50
4,901,1200,300013,870.00,941.10,71.10,207.72,45.36,29.05
4,901,1200,300014,873.90,944.50,70.60,207.72,42.54,26.65
4,901,1200,300015,905.20,945.40,40.20,207.72,15.60,30.40
4,901,1200,300016,993.70,1094.70,101.00,207.72,77.81,32.25
4,901,1200,300017,1070.40,1096.60,26.20,207.72,3.94,33.60
4,901,1200,300018,1109.60,1134.80,25.20,207.72,0.32,30.05
4,901,1200,300019,1139.60,1165.20,25.60,207.72,0.03,29.25
4,901,1200,400005,958.40,988.70,30.30,208.81,0.23,25.00
4,901,1200,400006,1119.30,1149.90,30.60,210.09,0.35,25.00
