线路编号,线路名称,车辆ID,行驶区间,乘客数,行程距离(m),行程时间(s),车辆停车次数,车辆停车时间(s),车辆区间停车时间(s),车辆站点停靠时间(s),站点编号,上客数,下客数,乘客站点平均侯车时间(s),乘客总候车时间(s),乘客总停车时间(s),乘客区间总停车时间(s),乘客区间平均停车时间(s),乘客站点总停车时间(s),乘客站点平均停车时间(s)
4327,32路,800006,->4246,10,416.22,91.60,1,12.10,3.10,9.00,4246,2,1,60.60,121.20,112.00,31.00,3.10,81.00,9.00
4327,32路,800006,4246->4245,11,78.49,28.70,0,9.00,0.00,9.00,4245,2,2,89.30,178.60,81.00,0.00,0.00,81.00,9.00
4327,32路,800006,4245->4247,11,258.08,52.30,0,7.00,0.00,7.00,4247,1,2,51.60,51.60,63.00,0.00,0.00,63.00,7.00
4327,32路,800006,4247->,10,433.79,76.10,1,3.20,3.20,0.00, ,0,0,0.00,0.00,32.00,32.00,3.20,0.00,0.00
4327,32路,800007,->4246,10,415.67,116.20,1,38.30,29.30,9.00,4246,2,1,85.20,170.40,374.00,293.00,29.30,81.00,9.00
4327,32路,800007,4246->4245,11,78.49,30.70,0,11.00,0.00,11.00,4245,3,2,85.90,257.70,99.00,0.00,0.00,99.00,11.00
4327,32路,800007,4245->4247,12,257.88,56.30,0,11.00,0.00,11.00,4247,3,2,82.20,246.60,110.00,0.00,0.00,110.00,11.00
4327,32路,800007,4247->,13,434.46,82.90,1,11.20,11.20,0.00, ,0,0,0.00,0.00,145.60,145.60,11.20,0.00,0.00
4327,32路,800008,->4246,10,415.79,144.00,2,67.20,56.20,11.00,4246,3,1,83.00,249.00,661.00,562.00,56.20,99.00,11.00
4327,32路,800008,4246->4245,12,78.49,28.80,0,9.00,0.00,9.00,4245,2,2,81.80,163.60,90.00,0.00,0.00,90.00,9.00
4327,32路,800008,4245->4247,12,257.73,54.30,0,9.00,0.00,9.00,4247,2,2,76.10,152.20,90.00,0.00,0.00,90.00,9.00
4327,32路,800008,4247->,12,434.21,96.30,1,25.40,25.40,0.00, ,0,0,0.00,0.00,304.80,304.80,25.40,0.00,0.00
4327,32路,800009,->4246,10,415.74,166.40,1,90.30,81.30,9.00,4246,2,1,75.40,150.80,894.00,813.00,81.30,81.00,9.00
4327,32路,800009,4246->4245,11,78.49,30.80,0,11.00,0.00,11.00,4245,3,2,76.20,228.60,99.00,0.00,0.00,99.00,11.00
4327,32路,800009,4245->4247,12,257.73,56.30,0,11.00,0.00,11.00,4247,3,2,72.50,217.50,110.00,0.00,0.00,110.00,11.00
4327,32路,800009,4247->,13,151.47,42.90,0,0.00,0.00,0.00, ,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4327,32路,800010,->4246,10,415.73,76.40,0,7.00,0.00,7.00,4246,1,1,15.40,15.40,63.00,0.00,0.00,63.00,7.00
4327,32路,800010,4246->4245,10,78.49,26.00,0,6.00,0.00,6.00,4245,0,1,0.00,0.00,54.00,0.00,0.00,54.00,6.00
4327,32路,800010,4245->4247,9,257.72,54.20,0,6.00,0.00,6.00,4247,0,1,0.00,0.00,48.00,0.00,0.00,48.00,6.00
4327,32路,800010,4247->,8,126.60,19.80,0,0.00,0.00,0.00, ,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4327,32路,800011,->4246,10,383.38,56.40,0,0.00,0.00,0.00,4246,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
