统计时段,起始时间(s),结束时间(s),车辆ID,检测起始时间(s),检测结束时间(s),行程时间(s),行程距离(m),延误(s),期望速度(km/h)
1,1,300,100060,72.25,176.80,104.55,380.97,81.99,60.80
1,1,300,100061,74.20,176.15,101.95,381.06,77.19,55.40
1,1,300,100063,78.30,180.50,102.20,381.33,79.43,60.30
1,1,300,100065,80.15,179.35,99.20,381.23,76.59,60.70
1,1,300,100066,82.20,178.35,96.15,381.06,75.27,65.70
1,1,300,100069,81.45,182.75,101.30,380.78,77.08,56.60
1,1,300,100070,83.85,181.60,97.75,381.03,73.85,57.40
1,1,300,100071,85.10,185.00,99.90,380.78,75.64,56.50
1,1,300,100074,88.15,179.40,91.25,380.97,64.77,51.80
1,1,300,100076,89.35,180.60,91.25,381.12,70.01,64.60
1,1,300,100078,90.80,187.20,96.40,380.78,73.93,61.00
1,1,300,100079,95.00,183.90,88.90,381.26,64.65,56.60
1,1,300,100082,96.85,182.55,85.70,380.97,57.85,49.25
1,1,300,100084,101.25,186.10,84.85,381.90,64.60,67.90
1,1,300,100085,94.15,191.65,97.50,380.78,77.31,67.90
1,1,300,100087,98.70,182.80,84.10,381.07,64.22,69.00
1,1,300,100088,100.75,185.40,84.65,381.05,58.01,51.50
1,1,300,100090,103.40,187.85,84.45,381.29,58.75,53.40
1,1,300,100092,112.65,194.00,81.35,380.78,54.58,51.20
1,1,300,100093,114.30,191.35,77.05,380.74,46.76,45.25
1,1,300,100095,116.90,188.35,71.45,380.72,47.53,57.30
1,1,300,100097,115.50,185.05,69.55,380.90,49.71,69.10
1,1,300,100099,117.25,198.50,81.25,380.78,54.74,51.70
1,1,300,100102,119.10,188.30,69.20,380.65,40.62,47.95
1,1,300,100103,122.30,190.80,68.50,380.98,47.81,66.30
1,1,300,100106,121.20,200.65,79.45,381.10,58.38,65.10
1,1,300,100107,125.35,192.85,67.50,381.03,42.60,55.10
1,1,300,100108,128.15,193.85,65.70,381.49,43.48,61.80
1,1,300,100109,123.60,190.55,66.95,382.01,46.58,67.50
1,1,300,100113,130.85,193.25,62.40,381.02,35.40,50.80
1,1,300,100114,126.95,202.85,75.90,380.78,51.20,55.50
1,1,300,100116,131.50,195.15,63.65,380.72,38.91,55.40
1,1,300,100117,133.25,197.55,64.30,380.91,37.88,51.90
1,1,300,100120,133.95,207.25,73.30,380.78,51.15,61.90
1,1,300,100121,141.10,209.45,68.35,381.14,43.31,54.80
1,1,300,100124,141.70,195.65,53.95,381.39,26.92,50.80
1,1,300,100125,136.95,196.15,59.20,381.38,34.46,55.50
1,1,300,100126,138.95,199.70,60.75,381.35,38.71,62.30
1,1,300,100127,146.55,197.85,51.30,380.65,31.50,69.20
1,1,300,100130,146.80,198.35,51.55,380.74,30.30,64.50
1,1,300,100131,148.60,200.10,51.50,381.12,27.84,58.00
1,1,300,100134,150.45,200.65,50.20,382.24,25.41,55.50
1,1,300,100136,154.70,202.30,47.60,381.13,26.91,66.30
1,1,300,100140,156.90,204.75,47.85,380.65,20.55,50.20
1,1,300,100142,156.55,204.75,48.20,381.03,22.80,54.00
1,1,300,100143,160.20,202.80,42.60,381.14,22.30,67.60
1,1,300,100145,153.65,201.90,48.25,381.09,26.54,63.20
1,1,300,100146,161.55,207.40,45.85,381.46,20.28,53.70
1,1,300,100148,165.30,206.90,41.60,380.65,20.32,64.40
1,1,300,100151,164.90,205.05,40.15,381.06,18.85,64.40
1,1,300,100153,167.50,209.60,42.10,381.35,21.33,66.10
1,1,300,100158,174.80,209.10,34.30,380.65,14.64,69.70
1,1,300,100160,170.00,209.50,39.50,381.05,18.36,64.90
1,1,300,100168,173.65,207.35,33.70,381.06,8.89,55.30
