统计时段,起始时间(s),结束时间(s),车辆ID,检测起始时间(s),检测结束时间(s),行程时间(s),行程距离(m),延误(s),期望速度(km/h)
5,1201,1500,100561,1089.70,1287.60,197.90,799.44,112.63,33.75
5,1201,1500,100576,1085.70,1286.90,201.20,798.73,97.77,27.80
5,1201,1500,100578,1104.60,1292.30,187.70,799.53,102.04,33.60
5,1201,1500,100588,1094.30,1286.30,192.00,800.63,106.09,33.55
5,1201,1500,100594,1094.10,1289.40,195.30,800.59,106.07,32.30
5,1201,1500,100596,1126.70,1299.30,172.60,800.11,58.07,25.15
5,1201,1500,100601,1140.30,1298.80,158.50,799.26,70.78,32.80
5,1201,1500,100612,1151.40,1438.00,286.60,800.59,201.71,33.95
5,1201,1500,100618,1157.50,1445.30,287.80,800.00,190.01,29.45
5,1201,1500,100627,1139.30,1438.30,299.00,799.48,212.70,33.35
5,1201,1500,100647,1179.00,1302.30,123.30,800.53,20.19,27.95
5,1201,1500,100649,1166.20,1435.10,268.90,799.29,184.52,34.10
5,1201,1500,100650,1242.90,1443.60,200.70,800.19,111.79,32.40
5,1201,1500,100656,1246.00,1447.90,201.90,799.26,98.77,27.90
5,1201,1500,100672,1241.50,1440.30,198.80,798.19,114.66,34.15
5,1201,1500,100679,1215.20,1441.80,226.60,799.10,117.84,26.45
5,1201,1500,100696,1260.00,1456.50,196.50,798.67,93.26,27.85
5,1201,1500,100711,1274.30,1478.60,204.30,799.21,91.25,25.45
5,1201,1500,100717,1274.80,1458.20,183.40,802.21,81.89,28.45
5,1201,1500,400007,1099.80,1309.20,209.40,802.00,93.91,25.00
5,1201,1500,400008,1257.50,1462.60,205.10,798.69,90.09,25.00
6,1501,1800,100705,1270.90,1594.20,323.30,799.48,235.28,32.70
6,1501,1800,100715,1402.70,1592.00,189.30,800.84,106.69,34.90
6,1501,1800,100721,1413.90,1602.00,188.10,802.81,81.85,27.20
6,1501,1800,100734,1357.60,1592.00,234.40,799.68,136.15,29.30
6,1501,1800,100740,1342.50,1596.60,254.10,799.84,163.41,31.75
6,1501,1800,100747,1405.50,1598.00,192.50,800.09,100.62,31.35
6,1501,1800,100762,1388.40,1598.50,210.10,801.57,125.10,33.95
6,1501,1800,100763,1368.20,1594.50,226.30,800.19,121.93,27.60
6,1501,1800,100774,1426.50,1603.80,177.30,800.47,72.70,27.55
6,1501,1800,100783,1428.50,1752.40,323.90,799.56,230.60,30.85
6,1501,1800,100792,1446.70,1754.90,308.20,801.77,206.03,28.25
6,1501,1800,100796,1422.40,1751.10,328.70,799.48,221.11,26.75
6,1501,1800,100801,1452.40,1760.70,308.30,800.27,208.27,28.80
6,1501,1800,100822,1450.20,1758.30,308.10,800.96,201.31,27.00
6,1501,1800,100831,1475.40,1607.30,131.90,798.33,22.62,26.30
6,1501,1800,100837,1542.80,1750.80,208.00,800.46,113.67,30.55
6,1501,1800,100845,1531.90,1750.30,218.40,800.18,112.30,27.15
6,1501,1800,100846,1553.50,1754.10,200.60,799.80,115.79,33.95
6,1501,1800,100853,1559.40,1763.60,204.20,800.57,117.13,33.10
6,1501,1800,100855,1549.00,1761.30,212.30,799.91,97.11,25.00
6,1501,1800,100865,1574.50,1761.50,187.00,798.44,100.55,33.25
6,1501,1800,100892,1596.00,1756.00,160.00,798.79,75.42,34.00
6,1501,1800,100901,1586.40,1770.60,184.20,798.63,74.04,26.10
6,1501,1800,100925,1608.80,1764.80,156.00,800.00,72.28,34.40
6,1501,1800,400009,1442.10,1618.20,176.10,804.95,60.19,25.00
6,1501,1800,400010,1556.50,1768.60,212.10,803.92,96.34,25.00
7,1801,2100,100879,1576.20,1901.90,325.70,801.68,227.54,29.40
7,1801,2100,100917,1597.10,1901.10,304.00,800.24,215.49,32.55
7,1801,2100,100918,1716.90,1906.20,189.30,800.21,86.05,27.90
7,1801,2100,100931,1746.40,1917.70,171.30,799.96,78.40,31.00
7,1801,2100,100938,1695.40,1898.30,202.90,798.79,113.32,32.10
7,1801,2100,100952,1802.10,1945.40,143.30,799.21,2.95,20.50
7,1801,2100,100957,1720.20,1906.80,186.60,800.62,92.72,30.70
7,1801,2100,100969,1805.10,1916.00,110.90,799.47,18.80,31.25
7,1801,2100,100974,1735.60,2060.00,324.40,799.48,233.03,31.50
7,1801,2100,100987,1738.50,1911.10,172.60,798.64,71.01,28.30
7,1801,2100,101000,1745.20,2056.60,311.40,799.41,213.84,29.50
7,1801,2100,101011,1756.20,1908.30,152.10,799.21,65.31,33.15
7,1801,2100,101018,1867.80,2058.30,190.50,799.17,101.15,32.20
7,1801,2100,101024,1811.10,1928.30,117.20,800.07,7.68,26.30
7,1801,2100,101028,1870.50,2056.60,186.10,801.94,99.27,33.25
7,1801,2100,101034,1877.50,2070.90,193.40,800.38,84.26,26.40
7,1801,2100,101038,1875.00,2069.00,194.00,798.69,82.56,25.80
7,1801,2100,101060,1872.70,2065.60,192.90,800.40,84.78,26.65
7,1801,2100,101071,1961.00,2076.20,115.20,800.81,11.87,27.90
7,1801,2100,400011,1733.40,1925.90,192.50,801.97,77.02,25.00
7,1801,2100,400012,1899.30,2082.50,183.20,800.18,67.97,25.00
7,1801,2100,400013,1932.00,2076.60,144.60,803.39,28.91,25.00
8,2101,2400,101042,1934.90,2220.00,285.10,801.59,178.81,27.15
8,2101,2400,101075,1899.00,2216.10,317.10,800.77,213.96,27.95
8,2101,2400,101076,1940.10,2229.60,289.50,802.32,175.34,25.30
8,2101,2400,101084,1904.90,2218.20,313.30,799.05,206.56,26.95
8,2101,2400,101097,2001.80,2212.60,210.80,800.21,110.95,28.85
8,2101,2400,101105,2011.80,2222.60,210.80,799.20,110.73,28.75
8,2101,2400,101112,2024.10,2225.10,201.00,801.22,101.88,29.10
8,2101,2400,101122,2035.60,2222.60,187.00,800.77,81.40,27.30
8,2101,2400,101134,2035.50,2231.80,196.30,799.99,91.19,27.40
8,2101,2400,101146,2062.90,2227.40,164.50,799.56,65.76,29.15
8,2101,2400,101151,2041.10,2223.50,182.40,801.00,97.46,33.95
8,2101,2400,101163,2037.70,2221.00,183.30,801.18,99.09,34.25
8,2101,2400,101180,2060.50,2229.60,169.10,799.81,76.67,31.15
8,2101,2400,101198,2072.10,2224.80,152.70,800.64,67.68,33.90
8,2101,2400,400014,2117.20,2247.60,130.40,805.56,14.40,25.00
